Stations_id,von_datum,bis_datum,geoBreite,geoLaenge
4485,20050201,20170301,50.725,10.4539
4501,19780701,20180716,50.6546,10.7693
4625,19750701,20180716,53.6425,11.3872
4629,19790101,19991130,54.5166,9.142
4642,19770420,20180716,52.8911,11.7297
4702,19950105,20071115,48.1,9.25
4707,20130401,20160101,49.6361,11.3505
4710,20070501,20170201,48.619,8.5244
4719,19790101,20070828,49.2447,8.8787
4745,19580601,20180716,52.9604,9.793
4752,19750701,20080701,50.3746,11.1828
4857,20040901,20180103,53.5527,9.6094
4887,19490101,20180716,48.6657,9.8646
4911,19870504,20180716,48.8275,12.5598
4926,20021101,20130514,48.7896,9.2167
4927,19490101,19840730,48.7693,9.1814
4928,19840807,20180716,48.8282,9.2
4931,19490101,20180716,48.6883,9.2235
4950,19920316,19920821,50.6171,10.6587
5029,19490101,20180716,49.4738,7.0386
5063,19490101,19750327,47.7566,11.5819
5100,19490101,20180716,49.7479,6.6582
5109,19911101,20180716,53.5997,13.3039
5120,19500101,19781215,48.5198,9.0515
5127,20170301,20171101,48.0083,8.8179
5142,19750701,20180716,53.7444,14.0697
5145,20111101,20151130,54.4156,8.9221
5155,19490101,20140901,48.3837,9.9524
5158,19900611,20180716,52.1601,11.1759
5204,20111101,20180425,49.2282,11.6667
5277,19790105,20090630,50.8119,9.128
5295,20111101,20170105,51.002,14.6459
5317,20111101,20170501,50.0097,12.2979
5347,19790101,20180716,51.504,9.1118
5349,19940610,20180716,53.5196,12.6654
5371,19490101,20180716,50.4973,9.9428
5397,19490101,20180716,49.6663,12.1845
5404,19940328,20180716,48.4025,11.6946
5419,19930329,20070630,50.9751,11.3076
5426,19520418,20180716,49.3758,8.1213
5440,19490101,20180716,49.0116,10.9308
5467,19510101,20120921,47.7035,12.0119
5480,19790102,20180716,51.5763,7.8879
5490,19750701,20180716,51.8454,10.7686
5516,19960613,20180716,54.5284,11.0605
5530,20111101,20151130,52.4613,10.7176
5546,19900611,20180716,52.1207,12.4585
5564,19650101,19920601,51.1167,6.2167
5629,19750701,20180716,51.8892,12.6445
5640,19790101,20180716,53.5504,7.6672
5642,19950320,20010928,53.1833,12.5167
5663,19920316,19960723,53.4618,13.6099
5697,19911101,19940331,52.6167,14.2333
5705,19490101,20180716,49.7703,9.9577
5715,19790102,20180716,52.4605,9.4311
5779,19770420,20180716,50.7314,13.7516
5792,19490101,20180716,47.4209,10.9847
5800,19790101,20180716,49.028,13.2385
5803,20111101,20160101,49.0923,13.2487
5839,19900110,20180716,53.3881,7.2287
5856,19970107,20180716,48.5451,13.3531
5871,19970701,20180716,49.9462,7.2645
5906,19490101,20180716,49.5062,8.5585
5930,19811014,20180716,54.641,10.0238
6123,19910430,19960815,54.1833,7.8833
6124,19910111,19960831,53.8,7.9
6163,19991004,20180716,54.1654,10.3519
6184,19981202,20090615,53.5333,8.1667
6189,19790103,19950105,53.1333,9.35
6197,20001011,20180716,51.8664,9.2709
6238,20061019,20170729,47.9946,11.269
6242,20020101,20180716,50.4167,7.5
6243,20020101,20180716,49.2506,8.4422
6244,20020101,20180716,49.365,9.0804
6245,20020101,20180716,49.0423,9.1733
6246,20020102,20180716,47.6236,8.2131
6247,20020101,20180716,47.6078,8.1813
6254,20020101,20070702,53.5408,9.9528
6255,20020101,20180716,49.4667,6.3968
6256,20020101,20180716,47.91,7.5838
6292,20090423,20100725,54.6833,6.7833
6304,20111101,20171002,49.3533,11.5053
7135,20050101,20160516,47.9655,9.6804
7244,19910206,20040930,53.1424,13.0319
7308,20080827,20180125,47.8847,11.154
7319,20050301,20170801,48.7351,10.7415
7325,20110901,20151231,47.4167,10.9794
7340,20080325,20180716,50.3713,7.5791
7341,20050718,20180716,50.09,8.7862
7351,20050908,20180716,53.3175,13.4175
7367,20071201,20180716,51.9643,9.8072
7368,20071101,20180716,51.0007,10.3621
7369,20071101,20180716,49.1623,10.3662
7370,20061211,20180716,49.3909,12.6838
7374,20060301,20180716,52.0814,6.941
7393,20100101,20180716,51.4493,14.2533
7394,20060601,20180716,50.0315,11.9745
7395,20071201,20180716,48.6596,12.5388
7396,20080501,20180716,50.5084,9.2247
7403,20070330,20180716,47.7955,10.0324
7410,20110201,20180716,50.7513,9.0224
7412,20061001,20180716,50.0083,9.4239
13662,20070508,20160128,52.3031,12.4029
13672,20080814,20150101,48.5537,9.9877
13674,20070801,20180716,49.2942,8.9054
13903,20080916,20101225,54.0167,8.3167
13904,20080915,20100426,55,6.3333
14138,20090915,20151231,52.1655,14.1224
14309,20111101,20150101,50.5274,7.9472
15000,20110401,20180716,50.7983,6.0244
15207,20131101,20180710,51.2835,9.359
15444,20140901,20180716,48.4418,9.9216
15574,20160701,20170227,51.8573,10.3395
