Stations_id,von_datum,bis_datum,geoBreite,geoLaenge
2575,20070523,20180713,49.1804,9.98
2578,20040701,20180713,53.9995,11.4341
2597,19480101,20180713,50.2241,10.0792
2600,20050301,20180713,49.7363,10.1781
2601,19480101,20180713,50.2218,8.4469
2618,20041001,20180713,50.8458,10.4803
2627,20040701,20180713,51.5555,13.8845
2629,20040701,20180713,51.7612,6.0954
2638,19650701,20180713,48.1054,8.7549
2641,20040901,20180713,51.5185,12.9065
2656,19550101,19900101,50.3519,7.5906
2667,19600101,20180713,50.8646,7.1575
2680,20050601,20180713,50.284,10.4456
2691,19940401,19941101,48.6707,11.2173
2693,19510101,19660101,50.1855,8.4698
2700,20041201,20180713,48.8302,11.4872
2704,20040501,20180713,51.7511,12.0094
2708,20060701,20180713,47.6652,11.0804
2712,19710101,20180713,47.6774,9.1901
2738,19980101,19980201,47.6447,11.7436
2750,20051101,20180713,50.2523,11.3209
2761,19750601,19780601,48.251,10.4163
2773,20020101,20180713,49.4283,11.9016
2794,19890101,20180713,52.9363,12.4093
2796,20020101,20180713,53.9156,12.279
2812,19950101,20180713,48.3647,7.828
2814,19750601,20180713,48.5121,9.7645
2829,19660101,20180710,48.0772,10.9144
2843,19900719,20151231,50.0075,8.6547
2856,20040701,20180713,51.9173,13.0878
2878,20170801,20180713,51.391,11.8788
2886,20020101,20180713,48.2176,9.9097
2905,20020101,20180713,48.1849,10.8507
2907,19910101,20180713,54.7903,8.9514
2920,19820101,19841101,48.7654,12.5121
2925,19560101,20180713,51.3933,10.3123
2928,19510101,20180713,51.3151,12.4462
2932,19720501,20180713,51.4348,12.2396
2947,20061001,20180713,51.1333,8.0348
2951,20040601,20180713,53.1007,11.4864
2953,20070401,20180713,47.8597,8.2308
2961,20020101,20180713,54.4996,10.2737
2968,20081201,20180713,50.9894,6.9777
2985,19910305,20180713,50.9383,14.2093
3015,19510101,20180713,52.2085,14.118
3023,19510101,20180713,52.5181,7.3081
3028,19710401,20180713,51.7855,8.8388
3031,20040701,20180713,51.6336,8.3945
3032,19490101,20180713,55.011,8.4125
3034,20070101,20180713,50.4505,11.635
3042,20080601,20180713,50.5617,8.2386
3044,20070701,20180601,52.7198,7.7472
3083,20050101,20180713,51.9267,13.8797
3085,19510101,19850301,53.8773,10.6915
3086,19850301,20180713,53.8025,10.6988
3093,19541201,20180713,52.9724,11.1374
3098,19940101,20180713,51.2452,7.6425
3126,19550101,20180713,52.1029,11.5827
3137,20080501,20180713,49.9656,8.2139
3139,19831101,20050101,48.2166,11.2965
3145,19981201,20080901,54.18,10.5528
3147,19850101,20180713,48.7726,12.2177
3155,20040801,20180713,50.1015,6.8009
3158,19890101,20180713,52.5468,14.5452
3164,20060701,20180713,50.8492,8.7746
3166,19820101,20180711,50.651,13.1469
3167,19621201,20180713,50.662,7.9602
3170,20020101,20121221,54.4937,11.2405
3196,19810101,20180713,53.3223,11.9319
3204,20080701,20180713,50.7334,10.8815
3226,20060801,20180713,51.7259,11.5109
3231,19790101,20180713,50.5612,10.3771
3234,20050201,20180713,51.1294,13.4327
3244,19750601,20180713,47.982,10.1384
3245,20020102,20021120,47.9833,10.2333
3246,20020101,20070613,50.3667,7.3167
3254,20020102,20180713,52.7156,7.3176
3257,20040601,20180713,49.4773,9.7622
3268,20021101,20180713,48.1694,8.9433
3271,20041101,20180713,48.8548,12.9189
3274,19921001,19941001,49.507,6.5215
3278,20090401,20180713,48.5376,9.2733
3284,20050501,20180713,49.6691,9.0085
3287,19871001,20180713,49.7176,9.0997
3289,20041101,20180713,50.7281,11.7838
3307,20080401,20180713,47.4779,11.2653
3319,20060901,20180713,49.7644,9.253
3340,20050501,20180713,50.4383,7.8061
3348,20040601,20180713,51.7209,9.8352
3362,20020101,20180713,48.9721,8.8734
3366,19550101,20180713,48.2791,12.5024
3376,19910101,20180713,52.5176,14.1232
3379,19970701,20180713,48.1631,11.5429
3382,19480101,19540101,48.1441,11.6
3385,19820101,19990331,48.166,11.5011
3390,19490101,19920517,48.1369,11.7094
3402,20021101,20180713,48.3851,9.4837
3404,19480101,19891001,51.9494,7.5906
3426,20040601,20180713,51.566,14.7009
3442,20041001,20180713,50.3574,8.7506
3478,19760701,20050818,53.5468,13.1914
3484,20020101,20180713,48.7097,11.2096
3485,20050501,20180713,48.3115,10.3773
3490,20040901,20180713,50.5346,7.0853
3509,20041001,20180713,53.102,13.0421
3513,19890501,20180713,50.5002,11.1344
3527,20040501,20180713,50.8923,9.405
3540,20041101,20180713,50.8446,7.372
3545,20050301,20180713,49.344,7.2297
3552,19730101,20180713,52.9037,12.8072
3571,20080301,20180713,49.8174,11.8638
3575,19540101,19830101,49.357,8.1405
3577,19510101,19760701,53.3585,13.0502
3591,20040601,20180713,50.6743,6.424
3603,20020101,20180713,49.3895,9.9666
3605,19750601,19780601,48.5334,10.243
3612,20070401,20180713,52.6711,9.2229
3621,20060101,20180713,48.8253,10.5067
3623,20020101,20180713,50.8294,6.6602
3631,19490101,20180713,53.7123,7.1519
3639,20020101,20180713,53.7647,8.6583
3659,19510101,19950327,50.3391,6.9501
3660,19950302,20180713,50.3601,6.8697
3667,20050301,20180713,49.4258,11.2538
3668,19510101,20180713,49.503,11.0549
3671,19790101,19810401,48.6321,9.3261
3679,20061101,20180713,47.6187,12.1666
3702,20030101,20061231,47.878,7.8288
3730,19480101,20180713,47.3986,10.276
3734,20040701,20180713,49.128,9.3525
3739,20050301,20180713,49.4521,12.4366
3761,19550101,20180713,49.207,9.5175
3791,19910101,20121001,53.1763,8.1824
3811,19820701,20180713,51.296,13.0928
3815,19510101,20101130,52.2553,8.0534
3821,19840801,20180713,51.0873,11.9292
3836,20060301,20180713,50.4538,10.2211
3857,20050101,20180713,47.6362,10.3892
3875,20050101,20180713,49.151,11.6896
3879,19480101,19970101,48.5779,13.4694
3897,20020101,20180713,54.0893,10.8773
3904,20040901,20180713,49.5354,6.3789
3925,20050901,20180713,48.9329,8.6973
3927,20040701,20180713,47.9344,9.2869
3939,20041001,20180713,49.1912,7.5879
3946,19510101,20180713,50.4819,12.13
3975,20050301,20180713,49.4777,11.5357
3987,18930101,20180713,52.3813,13.0622
4018,19820101,19830901,48.1877,11.2206
4024,19820101,20180713,54.3643,13.4771
4032,20061201,20180713,51.7953,11.132
4036,20070301,20180713,51.3895,11.5412
4039,19880111,20180713,53.7331,9.8776
4063,20030701,20180713,52.4461,8.5906
4094,20040601,20180713,47.8062,9.6206
4104,19480101,20180713,49.0424,12.1021
4127,20050101,20180713,50.9906,7.6958
4154,20110201,20180703,51.18,7.2505
4160,20040701,20180713,48.7425,8.924
4169,20021101,20180713,48.6703,7.9939
4174,20020101,20171220,52.2887,7.3866
4175,20040601,20180713,47.559,7.7721
4177,20081101,20180713,48.9726,8.3301
4189,20040801,20180713,48.1479,9.4596
4261,20060301,20180713,47.8754,12.128
4271,19470101,20180713,54.1803,12.0808
4275,20041201,20180713,53.1288,9.3398
4280,20020101,20180713,49.2164,11.1036
4287,20050101,20180713,49.3848,10.1732
4294,19820101,19970101,48.4704,8.9687
4300,20040701,20180713,48.1814,8.6356
4301,20050301,20180713,49.8502,7.871
4323,20050301,20180713,49.6468,7.8837
4336,19620501,20180713,49.2128,7.1077
4339,19560101,19710101,49.2231,7.0168
4347,20001101,20030708,51.5909,10.5691
4349,20040601,20180713,48.9569,9.071
4350,19710101,20081229,47.5619,7.9399
4354,20060101,20180713,48.7832,13.3146
4371,19500101,20180713,52.1042,8.7521
4373,19520101,19720101,52.8568,11.1319
4377,20050901,20180713,50.3517,10.0034
4393,19991201,20180713,54.3279,8.6031
4411,20020124,20180713,49.9195,8.9671
4445,19891001,20180713,51.7658,10.6533
4464,19890801,20180713,50.5679,11.8041
4466,19510101,20180713,54.5275,9.5487
4477,20050531,20100501,47.8208,8.186
4480,20040901,20180713,50.3447,9.5534
4485,20050201,20170303,50.725,10.4539
4501,19780701,20180713,50.6546,10.7693
4508,20040801,20180713,50.2968,6.4194
4517,19961001,20081201,48.7859,8.6451
4548,20070701,20180713,50.2046,12.1435
4559,20050501,20180713,49.1643,12.6175
4560,20050201,20180713,50.4925,9.1226
4584,19680401,19700401,48.3667,11.8
4592,20051201,20180713,49.3278,12.087
4605,20041101,20180713,50.644,11.1937
4625,19500101,20180713,53.6425,11.3872
4629,19930401,19991201,54.5166,9.142
4642,19761001,20180713,52.8911,11.7297
4651,20041101,20180713,51.904,10.1885
4692,20080301,20180713,50.8534,7.9966
4702,20021103,20071115,48.1,9.25
4703,20021101,20180713,48.0719,9.1942
4704,20050501,20180713,47.5776,9.7404
4706,20050301,20180713,48.2719,13.0273
4709,20111101,20180713,49.9996,7.5981
4719,20020101,20070828,49.2447,8.8787
4745,19660101,20180713,52.9604,9.793
4748,20041101,20101231,51.352,10.9059
4752,19510101,20080701,50.3746,11.1828
4763,20041001,20180713,51.0607,9.9266
4841,20040701,20180713,53.6946,8.8735
4857,20040901,20180103,53.5527,9.6094
4878,20050201,20180713,51.6646,10.8811
4887,19480101,20180713,48.6657,9.8646
4896,20050701,20180713,54.6654,9.805
4911,19940501,20180713,48.8275,12.5598
4926,19790401,20130514,48.7896,9.2167
4927,19760101,19840801,48.7693,9.1814
4928,19770701,20180713,48.8282,9.2
4931,19880101,20180713,48.6883,9.2235
4933,19510101,19760101,48.7091,9.2147
4978,20021101,20180713,50.639,10.0228
4997,20050301,20180713,50.9771,12.3419
5009,19730101,20180713,53.761,12.5574
5014,20040701,20180713,53.2758,8.9857
5017,20051101,20180713,50.4002,11.3889
5029,19690101,20180713,49.4738,7.0386
5046,20080301,20180713,49.8576,12.3542
5049,19981106,20080501,47.8991,8.146
5064,20041201,20180713,51.2897,6.4437
5068,19530101,19710101,51.5833,13
5097,20050101,20180713,54.0661,12.7675
5099,20080601,20180713,49.7326,6.6131
5100,19410101,20180713,49.7479,6.6582
5109,20020101,20180713,53.5997,13.3039
5111,20060401,20180713,48.0311,12.5396
5133,20040901,20180713,51.3344,8.9132
5142,19510101,20180713,53.7444,14.0697
5146,20040601,20180713,52.9414,10.5289
5149,20050101,20180713,49.5741,10.1916
5155,19480101,20140901,48.3837,9.9524
5158,19890101,20180713,52.1601,11.1759
5229,20040801,20180713,48.0453,8.4608
5275,20040601,20180713,49.2445,8.5374
5277,20020101,20090630,50.8119,9.128
5279,20040901,20180706,51.6194,9.5749
5280,20070301,20180713,53.9224,10.2267
5282,19410101,19710101,51.1197,13.6744
5300,20040701,20180713,50.2596,8.3607
5335,20060801,20180713,50.8963,10.5484
5347,20010402,20180713,51.504,9.1118
5349,19810101,20180713,53.5196,12.6654
5371,19480101,20180713,50.4973,9.9428
5397,19510101,20180713,49.6663,12.1845
5404,19750101,20180713,48.4025,11.6946
5419,19510101,20070630,50.9751,11.3076
5424,20070601,20180713,51.0176,11.3544
5426,19540101,20180713,49.3758,8.1213
5431,19730101,19761001,53.0333,11.8
5433,20040901,20180713,49.5534,6.812
5440,19550101,20180713,49.0116,10.9308
5467,19560701,20120921,47.7035,12.0119
5480,20030910,20180713,51.5763,7.8879
5490,19510101,20180713,51.8454,10.7686
5516,19960531,20180713,54.5284,11.0605
5538,20050101,20180713,47.8827,11.1576
5541,20040801,20180713,50.132,8.317
5546,19860701,20180713,52.1207,12.4585
5562,20040601,20180713,48.6516,8.6801
5629,19510101,20180713,51.8892,12.6445
5640,20020101,20180713,53.5504,7.6672
5643,20041101,20180713,53.1864,12.4949
5663,19820101,19960101,53.4618,13.6099
5664,20040701,20180713,48.2953,8.2391
5665,19900101,20100501,47.818,9.797
5676,20100901,20180713,52.3962,10.6892
5692,20040901,20180713,49.6051,8.3659
5705,19480101,20180713,49.7703,9.9577
5715,20020101,20180713,52.4605,9.4311
5717,20060901,20180713,51.2256,7.1052
5719,20041001,20091210,51.2051,7.2
5731,20040801,20180713,47.6783,8.3801
5732,19510101,19710101,54.6928,8.5271
5745,19810101,20180713,52.9664,13.3268
5750,20060301,20180713,51.0314,12.1495
5779,19710101,20180713,50.7314,13.7516
5792,19500101,20180713,47.4209,10.9847
5797,20051201,20180713,50.6878,12.4329
5800,20020101,20180713,49.028,13.2385
5802,19480101,20031001,49.0007,13.2137
5822,20040701,20180713,52.863,8.6988
5825,20040501,20180713,52.6198,12.7867
5832,19510101,19541201,53.1007,11.0455
5839,19970701,20180713,53.3881,7.2287
5856,19970103,20180713,48.5451,13.3531
5871,19970701,20180713,49.9462,7.2645
5906,19480101,20180713,49.5062,8.5585
5930,19910101,20180713,54.641,10.0238
5941,20070301,20180713,47.6754,12.4698
6093,20040501,20180713,53.2139,10.4704
6105,20040501,20180713,54.3194,9.8051
6109,20040901,20180713,53.3837,14.3728
6129,20041101,20180713,51.0593,14.4266
6157,20071001,20180713,53.641,8.0808
6158,20041101,20180713,49.2247,10.6084
6159,20081201,20180713,52.9542,7.3196
6163,20010401,20180713,54.1654,10.3519
6170,20040601,20180713,52.0192,14.7254
6182,20000401,20120327,48.7757,12.1743
6184,20020101,20090615,53.5333,8.1667
6186,20040801,20180713,50.1989,7.8651
6192,19990801,20081101,49.8083,7.8458
6197,20020101,20180713,51.8664,9.2709
6199,20041001,20180713,54.2484,13.0418
6217,20041001,20180713,49.2406,6.9351
6242,20020107,20180713,50.4167,7.5
6243,20020101,20180713,49.2506,8.4422
6244,20020101,20180713,49.365,9.0804
6245,20020101,20180713,49.0423,9.1733
6246,20020103,20180713,47.6236,8.2131
6247,20020101,20180713,47.6078,8.1813
6254,20020101,20070702,53.5408,9.9528
6255,20020107,20180713,49.4667,6.3968
6256,20020101,20180713,47.91,7.5838
6258,20030101,20180713,47.6845,9.4409
6259,20040601,20180713,49.021,9.6032
6260,20021201,20180713,49.3328,9.704
6262,20021101,20180713,48.7695,9.8737
6263,20040701,20180713,47.7738,8.8219
6264,20040601,20180713,51.414,8.65
6265,20040501,20180713,52.3613,12.3867
6266,20040901,20180713,52.0304,10.9626
6272,20041001,20180713,50.8426,10.2518
6273,20040601,20180713,52.5075,11.8551
6275,20040701,20180713,48.6705,9.4627
6305,20041201,20180713,51.2061,10.4978
6310,20040801,20180713,54.1049,13.8239
6312,20041101,20180713,49.5314,10.6418
6314,20050801,20180713,51.0507,13.3003
6336,20051101,20180713,50.0132,9.654
6337,20040801,20180713,51.7663,7.5193
6344,20041201,20180713,50.394,8.1423
6346,20050201,20180713,48.207,11.2035
6347,20050301,20180713,50.0579,10.2972
7075,20050201,20180713,48.702,11.8493
7099,20041101,20180713,52.0111,10.3966
7105,20050601,20180713,47.835,12.6548
7106,20060901,20180713,52.0714,8.4565
7135,19750601,19960701,47.9655,9.6804
7187,20041201,20180713,49.7636,9.4063
7244,19810101,20040930,53.1424,13.0319
7298,20050701,20180713,54.5268,9.0425
7319,20050301,20170801,48.7351,10.7415
7321,20050901,20180713,51.1507,11.3321
7325,20110901,20151231,47.4167,10.9794
7329,20051101,20180713,50.5467,12.2863
7330,20051001,20180713,51.4634,7.978
7331,20050901,20180713,48.6099,10.2674
7341,20050716,20180713,50.09,8.7862
7343,20060401,20180713,50.6199,13.4816
7350,20060801,20180713,49.1088,12.8231
7351,20050908,20180713,53.3175,13.4175
7364,20070101,20180713,51.682,12.3042
7367,20071201,20180713,51.9643,9.8072
7368,20071101,20180713,51.0007,10.3621
7369,20071101,20180713,49.1623,10.3662
7370,20061211,20180713,49.3909,12.6838
7373,20060301,20180713,53.5984,6.7024
7374,20060301,20180713,52.0814,6.941
7389,20061201,20180713,52.7461,13.8427
7393,20100101,20180713,51.4493,14.2533
7394,20060601,20180713,50.0315,11.9745
7395,20071201,20180713,48.6596,12.5388
7396,20080501,20180713,50.5084,9.2247
7403,20070330,20180713,47.7955,10.0324
7410,20110201,20180713,50.7513,9.0224
7412,20061001,20180713,50.0083,9.4239
7419,20061201,20180713,50.661,12.0756
7420,20070401,20180713,51.1044,11.7112
7424,20061201,20180713,47.7724,12.9073
7427,20070901,20180713,54.0188,9.9255
7428,20070501,20180713,50.4167,10.8156
7431,20071101,20180713,48.013,11.5524
7432,20070501,20180713,52.6423,10.6627
13667,20061123,20080706,48.0006,7.845
13670,20070601,20180713,51.5088,6.7018
13674,20070801,20180713,49.2942,8.9054
13675,20071101,20180713,52.0818,9.4077
13696,20071201,20180713,51.5966,7.4049
13700,20080501,20180713,51.3329,7.3411
13710,20080401,20180713,48.5734,12.2576
13711,20071201,20180713,50.6819,11.515
13713,20071101,20180713,51.0899,7.629
13776,20080301,20110104,52.1789,9.9524
13777,20080601,20180713,52.2467,10.9592
13903,20080916,20101225,54.0167,8.3167
13904,20080915,20100426,55,6.3333
13965,20081201,20180713,48.2639,8.8134
14003,19610103,19920629,47.8619,10.6144
14138,20090915,20151231,52.1655,14.1224
15000,20110401,20180713,50.7983,6.0244
15207,20131101,20180710,51.2835,9.359
15444,20140901,20180713,48.4418,9.9216
15555,20160501,20180713,47.8761,10.5848
